a,b,c,d,e,f,g,h,z
312,669,380,2524,1019,508,4300,7383,0
325,717,494,2362,1064,535,3623,6541,0
320,718,463,2684,1306,623,4251,7058,0
384,745,505,3074,1419,646,4857,7178,0
335,672,431,3954,1616,673,6279,8034,0
333,681,418,4187,1630,664,6637,8185,0
354,706,444,4130,1625,664,6517,8059,0
357,723,471,3971,1656,687,6197,7879,0
369,756,497,3936,1646,685,6076,7758,0
424,787,543,3926,1699,738,6039,7570,0
417,793,551,3894,1743,763,5939,7521,0
436,785,536,3966,1661,701,6164,7619,0
507,886,665,3705,1793,856,5471,6957,0
578,940,730,3207,1654,798,4673,6292,0
480,854,635,3160,1587,780,4721,6653,0
489,855,618,3061,1495,733,4662,6640,0
511,906,731,2949,1672,932,4107,6027,0
438,782,572,2966,1481,739,4564,6767,0
396,757,513,2086,1004,538,3225,6052,0
458,814,605,2031,1059,687,2916,5410,0
575,910,790,2808,1816,1382,3812,5609,2
557,869,696,2988,1732,956,4412,6221,0
514,844,677,3278,1906,1068,4822,6576,0
495,830,650,3215,1829,1002,4785,6636,0
489,812,617,3252,1818,985,4958,6811,0
616,986,879,3200,2161,1418,4188,5690,2
566,811,565,3305,1652,802,5502,7080,0
559,790,535,3152,1396,624,5376,7098,0
510,776,518,3417,1601,718,5707,7367,0
474,782,557,2849,1449,679,4535,6729,0
412,763,548,2869,1451,683,4441,6793,0
435,785,581,2780,1483,725,4228,6543,0
455,782,578,2769,1454,742,4271,6546,0
487,835,672,2768,1718,1109,3986,6093,2
574,920,810,2867,1928,1319,3831,5594,2
634,974,896,2823,1977,1416,3583,5182,2
610,926,776,2832,1712,1013,3980,5698,0
653,997,876,2816,1745,1142,3681,5255,2
647,945,770,3269,1879,1066,4792,6187,0
562,891,684,3303,1758,961,4963,6569,0
541,873,658,3153,1671,884,4782,6547,0
501,841,631,2950,1610,869,4467,6476,0
459,782,571,2734,1471,781,4252,6545,0
396,749,501,2920,1429,698,4668,7071,0
347,711,437,2894,1307,595,4757,7376,0
299,637,364,2356,858,388,4050,7324,0
307,618,364,1989,661,278,3422,6906,0
299,645,391,2606,1156,506,4357,7391,0
320,685,447,2904,1360,611,4658,7332,0
343,714,499,2520,1233,608,3904,6694,0
340,694,467,2352,980,461,3739,6687,0
266,590,341,2347,778,324,4045,7463,0
264,597,350,2191,844,370,3739,7245,0
328,670,451,2141,904,440,3411,6520,0
375,710,538,2141,1097,643,3192,5984,0
489,782,617,2415,1411,904,3611,5930,2
594,813,649,2611,1607,993,4071,6018,0
764,988,927,2637,2114,1579,3429,4798,2
735,978,887,2603,2005,1518,3456,4917,2
733,986,917,2718,1992,1489,3539,4955,2
739,1034,992,2738,2039,1480,3320,4681,2
597,896,744,3117,1759,1023,4527,6146,0
536,813,593,3539,1832,921,5632,7130,0
471,811,555,4164,1949,879,6462,7648,0
328,694,401,4242,1599,650,6768,8273,0
277,660,384,3909,1739,764,6234,8211,0
300,682,440,3134,1567,749,4980,7538,0
335,747,536,2533,1198,584,3772,6507,0
360,746,521,2674,1176,559,4109,6739,0
398,749,515,3164,1480,681,4991,7200,0
368,734,499,3825,1735,772,5914,7692,0
386,739,487,3880,1673,708,6099,7770,0
402,762,508,3711,1684,737,5826,7592,0
384,754,504,3835,1656,715,5957,7677,0
416,771,529,3891,1583,662,6027,7606,0
441,791,553,3862,1630,684,5963,7495,0
452,817,570,3958,1737,745,6055,7482,0
494,871,632,4082,1766,770,6087,7319,0
523,894,680,3678,1835,884,5417,6879,0
547,932,738,2911,1597,837,4104,5955,0
452,815,582,3222,1641,792,4953,6940,0
469,846,642,2851,1511,788,4188,6324,0
467,845,638,3244,1738,883,4801,6713,0
419,779,545,3171,1553,754,4937,7067,0
396,770,535,2512,1262,618,3876,6488,0
464,808,586,2785,1376,701,4288,6523,0
508,847,656,3039,1710,900,4525,6449,0
466,813,573,3139,1586,754,4904,6913,0
420,769,516,3179,1530,696,5072,7207,0
409,747,499,3212,1612,738,5162,7311,0
418,730,490,3308,1719,829,5373,7420,0
660,941,854,3030,2119,1562,4120,5602,0
779,992,838,3214,2042,1324,4791,5864,2
728,877,636,3212,1808,1190,5567,6694,0
635,852,581,3770,1917,885,6381,7329,0
545,805,582,3175,1696,795,5153,6902,0
404,742,517,3091,1622,750,4889,7134,0
432,786,554,3052,1607,755,4754,6927,0
457,789,551,3345,1638,760,5282,7171,0
486,799,610,3339,1809,929,5109,6911,0
595,898,801,2903,1796,1142,3967,5675,0
700,1008,921,2887,1937,1384,3734,5163,2
606,944,792,3345,1948,1136,4710,6171,0
574,893,677,3562,1939,1041,5415,6806,0
476,807,543,3337,1697,785,5363,7201,0
472,791,514,3232,1578,683,5319,7256,0
509,850,646,2900,1564,865,4348,6356,0
516,816,633,2894,1607,890,4408,6411,0
437,787,587,3149,1806,936,4782,6858,0
373,735,484,3197,1640,777,5098,7370,0
337,692,441,2778,1225,596,4530,7260,0
270,606,354,2089,783,372,3559,7102,0
290,611,379,1947,630,296,3254,6741,0
218,548,274,2119,646,254,3803,7710,0
222,557,297,2452,787,323,4286,7839,0
229,577,317,2009,682,295,3469,7274,0
201,551,299,1812,561,268,3126,7167,0
165,507,256,1675,476,214,2963,7349,0
199,531,285,1557,474,217,2701,6906,0
237,568,313,1721,541,266,2978,6922,0
273,583,347,1623,547,287,2736,6477,0
427,698,530,1713,835,524,2530,5274,0
530,840,789,2501,1919,1351,3228,5204,0
652,871,788,2885,2145,1486,4120,5709,2
659,876,740,2579,1729,1135,3807,5541,2
726,942,853,2597,1794,1300,3553,5055,2
784,1091,1066,2578,1980,1505,2887,4149,2
637,883,753,2171,1402,917,2976,4850,0
559,837,683,2374,1441,953,3443,5532,0
491,829,590,4064,1850,910,6239,7465,0
385,739,461,4207,1670,694,6649,8025,0
342,726,446,3958,1733,751,6241,7975,0
312,707,436,3509,1824,816,5573,7790,0
360,736,486,3012,1565,738,4774,7221,0
434,815,605,2849,1415,681,4242,6497,0
449,819,607,3096,1637,799,4654,6722,0
458,839,608,3154,1756,836,4762,6768,0
471,850,615,3197,1725,794,4834,6773,0
454,827,585,3208,1663,764,4926,6915,0
410,782,543,3596,1666,753,5539,7376,0
409,779,520,4029,1673,705,6230,7714,0
483,832,591,3950,1737,753,6053,7397,0
519,893,661,3969,1832,829,5889,7145,0
511,912,679,4162,1862,846,6045,7195,0
541,963,738,3833,1915,930,5448,6771,0
595,1044,823,3591,1962,992,4919,6271,0
463,838,596,2873,1438,696,4387,6564,0
454,844,634,2766,1543,803,4049,6271,0
429,816,612,3053,1604,846,4518,6660,0
453,812,619,2847,1567,832,4231,6428,0
421,781,564,2721,1440,712,4165,6566,0
414,782,542,2959,1503,694,4610,6904,0
414,796,538,3069,1525,691,4796,7017,0
407,786,540,3229,1553,714,5011,7135,0
379,729,479,3314,1508,676,5311,7474,0
375,712,467,3172,1556,685,5138,7433,0
380,715,458,3225,1572,684,5271,7513,0
634,829,644,2982,1709,1109,4834,6448,0
948,1093,1005,2955,2224,1784,4105,4924,2
1016,1093,1015,2889,2321,1870,4124,4800,2
767,931,750,3160,1863,1067,5060,6164,2
592,831,597,3365,1823,847,5533,6986,0
422,756,516,3190,1671,770,5095,7215,0
473,782,569,2911,1611,764,4582,6730,0
469,760,553,2964,1641,765,4722,6855,0
490,808,643,3230,1801,933,4822,6680,0
611,947,905,3156,2034,1311,4019,5543,0
616,971,836,3099,1874,1194,4192,5751,0
591,940,798,3321,1905,1068,4612,6125,0
512,877,641,3812,1859,905,5737,7121,0
475,817,546,3727,1852,851,5917,7444,0
474,808,591,3203,1744,903,4949,6885,0
577,901,792,2888,1793,1191,3936,5696,2
457,800,597,3527,1683,896,5354,7105,0
394,725,467,3508,1657,760,5693,7650,0
374,751,532,3341,1884,929,5115,7253,0
338,693,459,3001,1494,733,4807,7347,0
309,634,415,2192,1013,528,3593,6816,0
279,570,330,1730,595,289,3013,6796,0
177,492,218,1841,521,211,3432,7882,0
153,480,202,1845,504,206,3449,8026,0
138,464,173,1557,408,179,2993,8000,0
154,472,247,1607,501,251,2849,7335,0
106,405,121,1266,340,171,2556,8255,0
82,404,91,1475,369,164,3033,8838,0
109,439,132,1703,430,167,3363,8561,0
145,481,187,1767,450,185,3347,8086,0
322,610,409,1553,591,318,2467,5831,0
517,804,682,2172,1338,818,3007,5221,0
595,917,784,3451,2243,1236,4869,6298,0
575,866,682,3141,1878,980,4758,6432,0
651,926,803,3080,2034,1265,4374,5864,0
742,1073,1032,2752,2129,1485,3214,4545,0
563,789,623,1676,851,543,2352,4580,0
607,857,729,2412,1437,1010,3439,5358,0
639,950,825,3586,2186,1233,5022,6259,0
525,902,674,3655,1913,966,5415,6886,0
484,831,596,3471,1807,879,5357,7069,0
495,842,658,3167,1781,894,4680,6559,0
468,843,659,2865,1677,826,4144,6260,0
507,871,684,2753,1511,775,3962,6020,0
482,843,634,3160,1794,892,4731,6658,0
482,872,626,3210,1705,806,4839,6736,0
488,864,629,3147,1719,810,4747,6668,0
436,821,588,3031,1628,762,4596,6750,0
362,726,484,3740,1636,716,5844,7708,0
355,736,478,4040,1644,688,6251,7884,0
474,885,637,3930,1796,818,5799,7210,0
619,980,765,3964,1848,879,5749,6765,0
494,917,680,3931,1824,856,5681,7051,0
527,947,721,3866,1944,934,5522,6856,0
573,981,752,3884,1958,932,5554,6756,0
487,855,608,3113,1672,833,4777,6732,0
455,839,619,3380,1824,923,5045,6904,0
449,839,635,3894,2018,1025,5683,7196,0
469,861,681,3498,1887,1005,5007,6741,0
445,815,618,3007,1580,818,4465,6590,0
442,808,612,2636,1358,697,3894,6232,0
446,820,608,2636,1369,673,3918,6252,0
421,788,556,2618,1324,617,4028,6497,0
400,739,486,2935,1447,620,4764,7159,0
389,740,474,3970,1908,812,6289,7867,0
380,714,454,3589,1672,714,5822,7754,0
530,760,535,3068,1504,798,5147,7030,0
768,968,832,2863,1867,1315,4198,5497,0
869,1029,904,2815,1947,1367,4076,5138,0
712,880,688,3021,1606,949,4939,6290,2
552,802,546,3521,1657,745,5876,7315,0
447,778,564,3324,1785,857,5166,7099,0
467,781,599,2847,1722,866,4344,6524,0
442,766,537,3172,1747,814,5037,7104,0
437,763,495,3522,1805,802,5727,7535,0
458,787,541,3549,1854,870,5629,7355,0
486,810,559,3379,1669,802,5387,7161,0
519,852,627,3182,1625,789,4894,6708,0
589,936,780,3119,1812,1031,4370,5999,0
579,959,813,3008,1820,1099,4052,5745,2
567,881,781,2650,1742,1117,3571,5447,2
646,977,946,2951,2038,1375,3637,5145,2
478,832,639,3409,1811,963,5070,6843,0
374,700,438,3545,1587,699,5811,7801,0
653,805,532,3519,1620,720,6321,7373,0
663,826,562,3244,1628,762,5759,7047,0
672,809,580,2474,1194,588,4338,6202,0
653,762,550,1931,694,318,3341,5566,0
630,731,502,1933,532,218,3500,5877,0
643,739,503,1799,489,197,3242,5630,0
650,742,512,1744,497,204,3098,5461,0
616,714,481,1943,564,223,3580,6031,0
621,704,463,1949,526,203,3689,6161,0
617,706,459,1917,515,196,3629,6136,0
620,712,463,2000,545,206,3794,6240,0
635,737,483,2027,593,228,3798,6151,0
657,761,523,1998,580,263,3612,5851,0
661,782,542,2427,929,405,4395,6349,0
488,767,509,3230,1473,647,5389,7277,0
576,833,617,3433,1877,908,5494,6953,0
639,930,900,2923,2192,1484,3738,5292,2
663,967,916,2953,2113,1391,3779,5265,2
568,872,687,3162,1748,952,4751,6430,0
575,926,758,3306,2000,1227,4704,6270,0
587,949,854,3317,2506,1475,4386,5905,0
684,988,954,2968,2564,1567,3713,5135,0
757,1068,1043,2871,2445,1541,3397,4670,0
769,1085,1047,2850,2286,1438,3373,4627,0
759,1039,996,2826,2247,1384,3490,4788,0
812,1081,1059,2916,2283,1411,3522,4672,0
743,1035,885,3071,2141,1206,4267,5526,0
676,943,740,3070,1821,923,4682,6115,0
635,931,720,3160,1779,893,4797,6289,0
507,857,625,3239,1700,835,4956,6765,0
404,730,482,3868,1592,694,6165,7784,0
357,681,426,4195,1562,627,6695,8156,0
409,802,554,4031,1691,736,6084,7583,0
497,857,623,4004,1719,769,6031,7307,0
410,833,587,4061,1741,775,5986,7474,0
343,773,514,4226,1859,811,6297,7831,0
347,757,472,4552,1869,780,6901,8121,0
522,858,657,2173,1182,648,3107,5357,0
523,927,734,3080,1734,959,4325,6151,0
517,938,752,3889,2128,1125,5400,6759,0
494,912,735,4019,2228,1182,5576,6908,0
458,827,612,3173,1617,806,4774,6766,0
475,808,610,1839,974,521,2574,5018,0
512,798,587,1008,354,234,985,2639,0
537,852,701,1429,678,435,1568,3418,0
487,854,674,2422,1339,676,3410,5646,0
423,782,477,4684,2322,955,7317,8152,0
403,742,450,4207,2083,861,6765,8067,0
471,704,482,3087,1440,718,5232,7299,0
706,910,781,2811,1773,1210,4159,5651,2
888,1145,1122,3085,2345,1627,3730,4666,2
666,901,703,3433,1920,1027,5393,6601,0
514,793,541,3756,1863,838,6114,7482,0
468,796,596,3462,1968,979,5296,7063,0
462,787,584,3080,1819,913,4756,6812,0
436,761,514,3237,1685,773,5216,7259,0
423,761,501,3328,1755,792,5370,7383,0
435,777,521,3414,1776,817,5447,7352,0
465,786,546,3368,1668,770,5362,7210,0
498,814,672,2994,1630,887,4368,6334,0
580,895,854,2870,1812,1224,3694,5414,0
638,972,839,2754,1721,1165,3682,5330,0
547,907,788,2788,1701,1007,3728,5593,0
489,899,772,3000,1831,1058,3989,5907,0
402,763,493,3204,1571,736,5155,7333,0
378,709,453,3365,1636,738,5495,7627,0
666,821,560,3418,1683,772,6064,7185,0
665,820,576,3154,1726,808,5545,6912,0
657,794,570,2446,1377,664,4288,6220,0
643,740,518,1756,676,299,3082,5444,0
648,743,522,1757,524,232,3079,5419,0
660,754,535,1707,494,214,2940,5227,0
637,735,507,1719,530,215,3035,5445,0
621,719,480,1770,535,210,3227,5733,0
623,715,476,1837,520,201,3396,5884,0
618,713,466,1947,534,204,3663,6138,0
616,714,464,2055,570,218,3892,6316,0
634,743,492,2170,685,277,4046,6304,0
644,763,511,2634,967,404,4883,6750,0
665,779,537,2632,996,442,4820,6611,0
683,825,568,2869,1273,572,5157,6695,0
613,823,594,3141,1653,828,5259,6819,0
643,884,762,3001,1982,1242,4390,5950,0
616,950,834,3024,1974,1218,4083,5677,0
537,823,584,3259,1575,738,5251,6961,0
523,824,589,3377,1716,793,5366,7030,0
570,887,767,3425,2483,1345,4832,6341,0
711,986,980,2888,2945,1839,3550,4933,0
807,1038,1014,2814,2822,1802,3503,4702,0
877,1073,1062,2948,2980,1846,3700,4703,0
899,1110,1134,3042,3199,2002,3640,4569,0
898,1142,1175,3050,3223,2039,3507,4438,0
918,1117,1116,3007,2831,1765,3688,4586,0
857,1096,1022,3027,2185,1274,3937,4952,0
747,1055,938,3166,2018,1140,4222,5429,0
680,982,888,3162,1969,1134,4246,5615,0
545,886,704,3916,1842,939,5714,6952,0
428,743,491,4134,1668,704,6566,7877,0
393,740,486,4011,1675,705,6304,7839,0
397,752,496,4044,1663,707,6317,7815,0
428,780,536,4064,1735,764,6269,7670,0
411,772,515,4189,1827,799,6470,7810,0
439,779,519,4344,1840,796,6751,7866,0
590,962,815,2758,1615,944,3674,5438,0
537,937,741,3116,1747,943,4387,6158,0
548,970,831,3392,2081,1179,4487,6064,0
531,935,762,3659,2071,1078,5083,6553,0
513,895,709,3530,1815,923,5060,6655,0
576,1018,912,2413,1523,919,2766,4514,0
631,1117,1027,1730,1217,864,1336,2550,0
568,1046,919,1457,1033,722,1058,2264,0
488,892,688,2298,1150,621,3153,5392,0
429,800,486,4828,2376,964,7473,8171,0
401,732,454,3897,1929,794,6323,7913,0
441,721,512,3061,1497,775,4969,7134,0
638,883,782,2835,1863,1370,4028,5676,2
697,1032,935,3438,2318,1417,4528,5724,2
523,806,574,3435,1811,860,5520,7136,0
492,801,563,3799,1973,908,5998,7419,0
484,811,601,3599,2008,963,5521,7138,0
462,782,562,3306,1854,914,5192,7094,0
438,758,508,3156,1565,706,5124,7227,0
415,760,523,3174,1660,782,5021,7171,0
428,768,508,3407,1678,778,5472,7405,0
475,809,577,3302,1680,870,5160,7025,0
563,903,772,2851,1733,1069,3920,5738,0
572,872,752,2605,1665,1056,3612,5520,2
494,817,616,2960,1581,817,4525,6555,0
430,762,543,3409,1741,822,5330,7252,0
428,781,571,3165,1680,814,4846,6943,0
399,736,501,3155,1598,759,5039,7259,0
380,732,470,3220,1567,721,5212,7453,0
674,841,561,3381,1652,750,6030,7154,0
679,859,627,2971,1696,798,5034,6515,0
653,804,578,2409,1281,594,4169,6130,0
633,734,508,1960,656,274,3538,5883,0
656,750,539,1775,547,239,3063,5341,0
654,741,529,1684,510,224,2901,5219,0
626,724,503,1712,561,226,3012,5458,0
623,720,470,1894,523,205,3545,6024,0
631,724,481,1811,508,199,3337,5803,0
639,722,482,1859,512,198,3457,5882,0
647,733,501,1855,530,213,3382,5747,0
648,767,519,2181,810,348,3982,6156,0
675,830,570,2893,1354,626,5162,6708,0
689,859,609,3037,1530,736,5267,6659,0
694,848,587,3224,1562,711,5712,6919,0
652,836,604,2814,1467,724,4784,6466,0
651,880,733,2577,1763,1167,3812,5571,0
633,986,860,2935,1974,1256,3886,5468,0
520,814,563,3309,1605,733,5369,7092,0
529,821,586,3317,1715,781,5307,6997,0
562,879,706,3754,2310,1143,5532,6834,0
759,1015,1009,3210,2994,1784,4054,5217,0
908,1115,1147,2918,3116,1998,3408,4357,0
1007,1193,1218,3059,3299,2139,3592,4304,0
1011,1181,1209,3136,3328,2121,3761,4435,0
1010,1171,1208,3038,3383,2146,3599,4310,0
998,1168,1180,3041,3147,1981,3682,4409,0
892,1075,1000,2937,2377,1406,3954,4920,0
802,1024,951,2999,1993,1125,4035,5185,0
696,1012,994,2932,2141,1293,3543,4936,0
556,870,679,4195,1922,907,6234,7214,0
453,761,499,4377,1782,739,6938,7953,0
460,813,589,3930,1947,874,5960,7393,0
565,901,729,3547,1959,1058,5149,6590,0
678,1006,901,3280,2092,1296,4373,5690,0
616,989,820,3866,2128,1154,5376,6500,0
612,1007,829,3791,2141,1219,5224,6411,0
513,867,677,2014,1147,668,2733,4968,0
411,741,478,1390,574,325,2040,4882,0
419,749,508,1493,686,375,2160,4923,0
539,888,715,2040,1183,698,2696,4809,0
532,902,715,2017,1093,640,2643,4766,0
508,934,765,1783,1101,645,2026,3995,0
538,960,749,1299,605,401,1169,2686,0
559,957,767,1143,515,351,814,1969,0
497,890,694,2347,1174,616,3233,5436,0
398,778,532,3402,1559,683,5272,7295,0
392,754,519,3121,1271,537,4893,7148,0
455,782,579,3044,1495,776,4702,6804,0
520,836,676,2964,1748,997,4360,6286,0
517,844,640,3415,1771,963,5186,6843,0
581,937,775,3604,2128,1185,5089,6460,0
536,875,690,3637,2049,1069,5355,6811,0
498,828,632,3391,1931,972,5129,6858,0
451,770,554,3210,1871,928,5049,7056,0
426,757,535,3185,1786,862,5019,7124,0
414,745,494,3447,1754,804,5548,7493,0
447,784,538,3545,1779,856,5602,7365,0
662,959,886,3161,2009,1271,4209,5621,0
581,913,762,3284,1923,1143,4671,6233,2
458,784,559,3615,1771,843,5645,7322,0
442,782,532,3411,1615,742,5417,7302,0
421,786,542,3694,1855,842,5715,7441,0
415,766,526,3270,1614,754,5153,7229,0
406,754,512,3189,1608,764,5064,7233,0
399,761,530,3186,1752,860,4965,7147,0
674,844,581,3334,1740,796,5850,7032,0
663,830,572,2709,1327,605,4784,6513,0
636,757,513,2055,834,360,3720,6005,0
643,732,513,1651,568,251,2872,5259,0
681,762,560,1592,486,222,2621,4796,2
633,720,497,1684,490,196,2992,5442,0
623,721,498,1699,532,214,2998,5467,0
631,721,489,1726,476,189,3115,5585,0
631,714,476,1798,495,193,3331,5814,0
654,762,537,1577,442,175,2628,4920,0
680,771,551,1539,434,184,2535,4727,0
666,798,553,2552,1069,463,4595,6438,0
673,839,569,3070,1512,679,5467,6873,0
698,876,632,3303,1755,838,5630,6788,0
720,894,647,3314,1739,849,5652,6733,0
767,919,797,2846,1711,966,4314,5624,0
780,1077,1080,2819,2154,1625,3233,4460,0
725,1031,903,3172,1967,1249,4313,5568,2
518,838,583,3377,1643,777,5377,7056,0
521,819,561,3393,1648,758,5509,7162,0
541,864,691,3883,2275,1108,5712,6979,0
754,1033,1077,3182,3211,1947,3762,4942,0
905,1140,1262,3071,3617,2334,3264,4175,0
971,1170,1212,3128,3402,2154,3652,4415,0
889,1057,951,3361,2616,1487,4859,5589,0
845,1015,876,3441,2467,1370,5188,5942,0
891,1085,1041,3084,2713,1662,4038,4953,0
849,1074,1025,2714,2171,1361,3379,4517,0
794,1056,1045,2805,2241,1391,3354,4571,0
719,1061,1082,3116,2461,1535,3577,4845,0
536,808,601,4094,1767,818,6383,7440,0
449,744,496,4164,1678,705,6658,7871,0
463,802,648,3415,2171,1062,5002,6810,0
641,995,912,2943,2174,1391,3731,5268,0
681,1012,925,2976,2197,1434,3821,5258,0
534,885,693,3448,1904,956,5064,6653,0
603,1028,815,3817,2140,1069,5291,6481,0
465,815,620,1774,958,630,2403,4820,0
296,609,291,830,212,130,1301,4808,0
335,654,388,819,208,131,1013,3571,0
415,773,551,834,360,278,642,2043,0
452,812,600,1086,410,284,1076,2883,0
508,879,697,1495,767,446,1681,3641,0
562,1007,880,1557,855,546,1341,2778,0
526,984,822,1352,692,464,1074,2438,0
482,900,715,2092,1137,621,2696,4906,0
417,793,583,2752,1337,659,4132,6504,0
426,745,511,2972,1270,585,4791,7066,0
449,768,537,3080,1390,654,4915,7031,0
475,793,579,3068,1558,755,4794,6825,0
522,847,739,3174,1829,974,4446,6223,0
650,993,1091,3251,2362,1594,3619,4975,2
631,1046,1043,3209,2246,1506,3675,5094,0
512,897,715,3260,1902,1033,4641,6403,0
491,858,681,3331,2017,1048,4824,6605,0
468,815,615,3380,1936,979,5098,6921,0
449,769,523,3478,1797,846,5576,7386,0
471,839,640,3371,1917,1007,4991,6809,0
544,946,832,2957,1891,1184,3830,5608,0
435,818,617,3074,1613,822,4545,6657,0
388,739,493,3666,1698,746,5784,7629,0
376,720,470,3802,1725,738,6035,7800,0
395,737,483,3484,1652,736,5591,7565,0
385,740,481,3433,1651,744,5495,7542,0
371,732,466,3474,1681,763,5576,7635,0
386,740,490,3241,1695,798,5177,7373,0
683,831,601,2685,1470,701,4665,6342,0
646,764,532,2081,896,400,3714,5928,0
634,722,503,1673,557,244,2944,5377,0
667,762,566,1556,541,267,2488,4665,2
672,764,551,1689,521,236,2858,5080,2
629,713,480,1775,500,197,3258,5743,0
631,718,487,1682,479,193,3026,5509,0
631,732,511,1673,457,178,2903,5321,0
622,737,522,1774,476,185,3056,5453,0
646,747,535,1702,485,203,2898,5217,0
648,762,541,1761,540,233,3006,5300,0
640,766,530,2381,907,388,4300,6359,0
637,766,516,2752,1039,445,5049,6842,0
679,818,571,3050,1345,606,5444,6846,0
705,880,625,3288,1650,773,5666,6806,0
765,948,856,3082,1829,1076,4459,5653,0
1011,1233,1352,2957,2522,1910,2975,3725,2
669,1037,922,3144,1914,1221,4067,5465,0
531,827,578,3284,1567,722,5298,7007,0
535,847,576,3697,1756,803,5938,7304,0
575,944,779,3842,2441,1232,5391,6628,0
755,1056,1108,3285,3342,2027,3814,4956,0
886,1135,1275,3016,3639,2371,3104,4057,0
936,1137,1200,3097,3332,2088,3572,4415,0
784,963,767,3537,2145,1126,5649,6436,0
706,889,605,3692,1785,800,6417,7184,0
652,881,631,3455,1797,870,5716,6911,0
699,956,818,3094,1927,1081,4459,5818,0
712,1041,1038,2955,2496,1527,3462,4801,0
739,1071,1065,3045,2522,1570,3563,4818,0
550,860,678,3233,1780,916,4848,6533,0
467,780,547,3507,1662,723,5570,7301,0
427,793,605,3444,1899,882,5117,7012,0
535,880,737,3261,2016,1113,4616,6313,0
583,951,834,3191,2168,1276,4263,5856,0
669,1060,971,3119,2261,1413,3856,5252,0
753,1173,1063,3298,2293,1372,3983,5125,0
403,842,659,2094,1267,775,2754,5212,0
243,575,227,1172,512,317,2206,6755,0
330,684,434,1303,551,338,1900,5003,0
382,796,606,1636,705,399,2075,4594,0
401,823,619,1593,739,410,1980,4403,0
443,872,703,1578,918,579,1754,3836,0
555,964,802,1500,822,526,1436,3032,0
533,942,798,1715,887,589,1833,3649,0
463,860,687,2633,1436,777,3663,5861,0
550,932,826,2850,1803,1198,3699,5506,0
549,932,785,2887,1813,1027,3899,5724,0
465,828,606,3516,1894,931,5324,7060,0
480,824,555,3931,2065,933,6178,7526,0
524,876,615,4241,2280,1034,6475,7467,0
573,920,752,3773,2292,1188,5399,6676,0
500,866,693,3038,1860,1007,4360,6285,0
459,798,606,2825,1554,828,4261,6468,0
566,946,833,2949,1962,1244,3861,5595,0
590,921,771,3364,1973,1095,4779,6271,0
524,860,662,3685,1979,1049,5506,6954,0
500,826,646,3218,1861,1049,4819,6656,2
401,739,517,2923,1501,753,4621,6994,0
328,682,421,2904,1291,565,4786,7468,0
367,695,452,2628,1098,483,4322,7065,0
394,728,497,2704,1216,541,4334,6895,0
392,732,491,3356,1585,722,5360,7447,0
368,718,462,3396,1635,734,5471,7605,0
362,711,442,3342,1638,737,5460,7664,0
366,727,468,3049,1423,664,4921,7339,0
667,796,550,1969,714,333,3455,5633,0
652,737,507,1604,485,208,2811,5197,0
681,745,549,1570,546,258,2616,4818,2
695,781,595,1666,563,270,2671,4737,2
650,729,499,1768,500,203,3209,5598,0
636,719,479,1738,484,190,3198,5679,0
635,722,496,1658,473,190,2943,5395,0
627,728,501,1661,466,185,2910,5365,0
620,749,540,1845,542,217,3126,5472,0
621,757,549,1989,628,251,3388,5674,0
633,763,552,2015,694,295,3457,5699,0
631,755,533,2185,759,325,3878,6078,0
626,734,486,2265,682,276,4241,6467,0
670,786,550,2377,849,372,4288,6242,0
689,838,570,2945,1344,586,5303,6757,0
731,912,721,3366,1782,959,5416,6472,0
786,1081,1063,3082,2207,1522,3721,4871,2
664,1026,913,3035,1928,1221,3920,5375,0
531,823,583,3169,1547,724,5097,6892,0
572,895,697,3230,1753,861,4826,6450,0
588,941,755,3644,2207,1116,5247,6567,0
718,1015,876,3924,2863,1538,5524,6350,0
854,1106,1127,3554,3325,1987,4362,5185,0
896,1100,1089,3375,2974,1766,4333,5121,0
734,927,723,3620,2128,1075,5816,6671,0
614,853,624,3484,1822,871,5664,6962,0
502,831,639,3304,1862,936,4982,6759,0
544,872,710,3230,2045,1091,4698,6396,0
607,936,846,3018,2262,1309,4010,5621,0
751,1073,1028,3002,2367,1457,3645,4898,0
646,1029,900,3089,1987,1152,4011,5488,0
495,822,611,3271,1729,855,5029,6852,0
408,760,532,3661,1644,730,5671,7462,0
402,751,505,3893,1726,749,6090,7704,0
485,854,641,3768,2023,998,5593,7092,0
599,977,786,3331,2093,1132,4694,6182,0
708,1105,982,3104,2172,1309,3876,5193,0
389,739,490,1309,581,354,1807,4553,0
394,796,578,1499,736,470,1917,4434,0
438,929,753,1934,1139,711,2242,4395,0
468,914,727,1623,850,492,1796,3813,0
565,944,792,1578,786,464,1625,3316,0
740,1269,1278,2271,1601,1226,1725,2798,0
720,1245,1257,2421,2091,1740,1998,3165,0
485,995,900,2318,1754,1356,2518,4406,0
412,823,654,2673,1495,805,3737,6069,0
382,794,573,2819,1510,781,4193,6621,0
432,801,621,3166,1778,904,4660,6720,0
489,852,640,4027,2357,1123,5963,7257,0
503,834,562,4184,2289,1030,6569,7632,0
526,806,557,3989,2127,933,6410,7549,0
487,778,520,3839,1948,829,6236,7614,0
479,808,507,3961,2011,842,6439,7731,0
457,788,580,2888,1545,754,4459,6655,0
518,881,734,2957,1793,1115,4124,6023,0
483,828,623,3183,1788,953,4813,6726,0
607,958,839,3058,1907,1236,4097,5694,0
